1.00000000e+05,1.00000003e+00,-1.59154939e-04
7.94328235e+04,1.00000004e+00,-2.00364194e-04
6.30957344e+04,1.00000006e+00,-2.52243570e-04
5.01187234e+04,1.00000010e+00,-3.17555828e-04
3.98107171e+04,1.00000016e+00,-3.99779078e-04
3.16227766e+04,1.00000025e+00,-5.03291994e-04
2.51188643e+04,1.00000040e+00,-6.33606986e-04
1.99526231e+04,1.00000064e+00,-7.97663749e-04
1.58489319e+04,1.00000101e+00,-1.00419879e-03
1.25892541e+04,1.00000160e+00,-1.26421063e-03
1.00000000e+04,1.00000253e+00,-1.59154540e-03
7.94328235e+03,1.00000401e+00,-2.00363398e-03
6.30957344e+03,1.00000636e+00,-2.52241981e-03
5.01187234e+03,1.00001008e+00,-3.17552658e-03
3.98107171e+03,1.00001598e+00,-3.99772753e-03
3.16227766e+03,1.00002533e+00,-5.03279373e-03
2.51188643e+03,1.00004014e+00,-6.33581805e-03
1.99526231e+03,1.00006362e+00,-7.97613507e-03
1.58489319e+03,1.00010083e+00,-1.00409855e-02
1.25892541e+03,1.00015980e+00,-1.26401063e-02
1.00000000e+03,1.00025324e+00,-1.59114639e-02
7.94328235e+02,1.00040130e+00,-2.00283797e-02
6.30957344e+02,1.00063586e+00,-2.52083193e-02
5.01187234e+02,1.00100740e+00,-3.17235954e-02
3.98107171e+02,1.00159568e+00,-3.99141221e-02
3.16227766e+02,1.00252663e+00,-5.02020488e-02
2.51188643e+02,1.00399853e+00,-6.31073744e-02
1.99526231e+02,1.00632245e+00,-7.92621060e-02
1.58489319e+02,1.00998350e+00,-9.94174377e-02
1.25892541e+02,1.01573092e+00,-1.24432542e-01
1.00000000e+02,1.02470452e+00,-1.55223096e-01
7.94328235e+01,1.03859633e+00,-1.92630879e-01
6.30957344e+01,1.45982063e+00,-2.77154216e-01
5.01187234e+01,1.09160420e+00,-2.88466410e-01
3.98107171e+01,1.13779974e+00,-3.44689679e-01
3.16227766e+01,1.20210832e+00,-4.01572595e-01
2.51188643e+01,1.28645746e+00,-4.52105721e-01
1.99526231e+01,1.38885327e+00,-4.87489902e-01
1.58489319e+01,1.50209549e+00,-4.99995609e-01
1.25892541e+01,2.01512314e+00,-4.46566196e-01
1.00000000e+01,1.31695680e+00,-4.90477243e-01
7.94328235e+00,1.80058156e+00,-3.99563170e-01
6.30957344e+00,1.86417994e+00,-3.42597389e-01
5.01187234e+00,1.90978127e+00,-2.86494876e-01
3.98107171e+00,1.94111529e+00,-2.35408801e-01
3.16227766e+00,1.96202094e+00,-1.91145638e-01
2.51188643e+00,1.97569619e+00,-1.53990695e-01
1.99526231e+00,1.98452655e+00,-1.23426184e-01
1.58489319e+00,1.99018084e+00,-9.86039670e-02
1.25892541e+00,1.99378200e+00,-7.86087687e-02
1.00000000e+00,1.99606768e+00,-6.25847783e-02
7.94328235e-01,1.99751527e+00,-4.97851042e-02
6.30957344e-01,1.99843080e+00,-3.95820095e-02
5.01187234e-01,1.99900933e+00,-3.14593259e-02
3.98107171e-01,1.99937470e+00,-2.49981701e-02
3.16227766e-01,1.99960537e+00,-1.98613356e-02
2.51188643e-01,1.99975097e+00,-1.57787176e-02
1.99526231e-01,1.99984286e+00,-1.25346328e-02
1.58489319e-01,1.99990084e+00,-9.95719021e-03
1.25892541e-01,1.99993743e+00,-7.90956676e-03
1.00000000e-01,1.99996052e+00,-6.28293727e-03
