100000.000000,0.002821,-0.002821
82540.418527,0.003105,-0.003105
68129.206906,0.003418,-0.003418
56234.132519,0.003762,-0.003762
46415.888336,0.004141,-0.004141
38311.868496,0.004558,-0.004557
31622.776602,0.005017,-0.005016
26101.572157,0.005522,-0.005521
21544.346900,0.006078,-0.006077
17782.794100,0.006690,-0.006689
14677.992676,0.007364,-0.007363
12115.276586,0.008105,-0.008104
10000.000000,0.008921,-0.008920
8254.041853,0.009820,-0.009818
6812.920691,0.010809,-0.010806
5623.413252,0.011898,-0.011894
4641.588834,0.013096,-0.013091
3831.186850,0.014415,-0.014409
3162.277660,0.015867,-0.015859
2610.157216,0.017466,-0.017455
2154.434690,0.019226,-0.019212
1778.279410,0.021164,-0.021145
1467.799268,0.023297,-0.023272
1211.527659,0.025646,-0.025612
1000.000000,0.028232,-0.028187
825.404185,0.031080,-0.031020
681.292069,0.034216,-0.034137
562.341325,0.037671,-0.037565
464.158883,0.041477,-0.041335
383.118685,0.045670,-0.045480
316.227766,0.050290,-0.050038
261.015722,0.055383,-0.055046
215.443469,0.060999,-0.060550
177.827941,0.067193,-0.066594
146.779927,0.074027,-0.073229
121.152766,0.081572,-0.080508
100.000000,0.089908,-0.088488
82.540419,0.099121,-0.097229
68.129207,0.109316,-0.106792
56.234133,0.120605,-0.117240
46.415888,0.133122,-0.128636
38.311868,0.147019,-0.141038
31.622777,0.162469,-0.154498
26.101572,0.179675,-0.169053
21.544347,0.198872,-0.184722
17.782794,0.220329,-0.201490
14.677993,0.244356,-0.219293
12.115277,0.271305,-0.237995
10.000000,0.301564,-0.257364
8.254042,0.335544,-0.277025
6.812921,0.373652,-0.296424
5.623413,0.416225,-0.314773
4.641589,0.463441,-0.331019
3.831187,0.515174,-0.343845
3.162278,0.570821,-0.351750
2.610157,0.629140,-0.353253
2.154435,0.688200,-0.347224
1.778279,0.745540,-0.333275
1.467799,0.798590,-0.312029
1.211528,0.845227,-0.285102
1.000000,0.884220,-0.254731
0.825404,0.915359,-0.223242
0.681292,0.939268,-0.192584
0.562341,0.957050,-0.164106
0.464159,0.969954,-0.138552
0.383119,0.979146,-0.116191
0.316228,0.985608,-0.096968
0.261016,0.990107,-0.080651
0.215443,0.993219,-0.066919
0.177828,0.995361,-0.055435
0.146780,0.996830,-0.045869
0.121153,0.997836,-0.037924
0.100000,0.998524,-0.031339
