100000.000000,0.000196,-0.001546
82540.418527,0.000280,-0.001850
68129.206906,0.000396,-0.002204
56234.132519,0.000553,-0.002611
46415.888336,0.000760,-0.003070
38311.868496,0.001026,-0.003583
31622.776602,0.001357,-0.004146
26101.572157,0.001759,-0.004757
21544.346900,0.002235,-0.005417
17782.794100,0.002786,-0.006126
14677.992676,0.003416,-0.006886
12115.276586,0.004125,-0.007704
10000.000000,0.004919,-0.008586
8254.041853,0.005801,-0.009540
6812.920691,0.006779,-0.010576
5623.413252,0.007860,-0.011704
4641.588834,0.009052,-0.012935
3831.186850,0.010367,-0.014281
3162.277660,0.011816,-0.015755
2610.157216,0.013412,-0.017371
2154.434690,0.015169,-0.019145
1778.279410,0.017103,-0.021093
1467.799268,0.019233,-0.023234
1211.527659,0.021577,-0.025587
1000.000000,0.024157,-0.028175
825.404185,0.026998,-0.031022
681.292069,0.030124,-0.034153
562.341325,0.033565,-0.037599
464.158883,0.037353,-0.041390
383.118685,0.041523,-0.045562
316.227766,0.046112,-0.050153
261.015722,0.051163,-0.055207
215.443469,0.056723,-0.060768
177.827941,0.062843,-0.066889
146.779927,0.069579,-0.073626
121.152766,0.076992,-0.081041
100.000000,0.085151,-0.089205
82.540419,0.094136,-0.098196
68.129207,0.104047,-0.108090
56.234133,0.114979,-0.118939
46.415888,0.126980,-0.130785
38.311868,0.140017,-0.143728
31.622777,0.154014,-0.158041
26.101572,0.168993,-0.174239
21.544347,0.185279,-0.193040
17.782794,0.203657,-0.215195
14.677993,0.225437,-0.241229
12.115277,0.252399,-0.271149
10.000000,0.286609,-0.304152
8.254042,0.330062,-0.338360
6.812921,0.384112,-0.370706
5.623413,0.448738,-0.397169
4.641589,0.521918,-0.413544
3.831187,0.599567,-0.416653
3.162278,0.676337,-0.405477
2.610157,0.747060,-0.381548
2.154435,0.808068,-0.348321
1.778279,0.857776,-0.309970
1.467799,0.896424,-0.270271
1.211528,0.925391,-0.232005
1.000000,0.946510,-0.196868
0.825404,0.961601,-0.165663
0.681292,0.972228,-0.138580
0.562341,0.979636,-0.115444
0.464159,0.984763,-0.095893
0.383119,0.988294,-0.079494
0.316228,0.990717,-0.065810
0.261016,0.992377,-0.054430
0.215443,0.993511,-0.044989
0.177828,0.994286,-0.037169
0.146780,0.994815,-0.030699
0.121153,0.995175,-0.025350
0.100000,0.995421,-0.020931
